patch_id,filename,cx,cy,label,type
146,5032-6-6.png,995,80,1,positive
147,5032-6-6.png,1004,112,1,positive
148,5032-6-6.png,1017,108,1,positive
149,5032-6-6.png,829,52,1,positive
150,5032-6-6.png,833,67,1,positive
151,5032-6-6.png,855,64,1,positive
152,5032-6-6.png,815,91,1,positive
153,5032-6-6.png,807,114,1,positive
154,5032-6-6.png,845,112,1,positive
155,5032-6-6.png,805,136,1,positive
156,5032-6-6.png,748,116,1,positive
157,5032-6-6.png,775,116,1,positive
158,5032-6-6.png,738,143,1,positive
159,5032-6-6.png,694,159,1,positive
160,5032-6-6.png,683,178,1,positive
161,5032-6-6.png,710,179,1,positive
162,5032-6-6.png,699,208,1,positive
163,5032-6-6.png,667,206,1,positive
164,5032-6-6.png,616,203,1,positive
165,5032-6-6.png,573,192,1,positive
166,5032-6-6.png,508,216,1,positive
167,5032-6-6.png,458,288,1,positive
168,5032-6-6.png,692,244,1,positive
169,5032-6-6.png,757,209,1,positive
170,5032-6-6.png,104,67,1,positive
171,5032-6-6.png,86,83,1,positive
172,5032-6-6.png,81,130,1,positive
173,5032-6-6.png,133,132,1,positive
174,5032-6-6.png,114,156,1,positive
175,5032-6-6.png,139,161,1,positive
176,5032-6-6.png,118,195,1,positive
177,5032-6-6.png,147,188,1,positive
178,5032-6-6.png,158,215,1,positive
179,5032-6-6.png,197,192,1,positive
180,5032-6-6.png,202,217,1,positive
181,5032-6-6.png,84,186,1,positive
182,5032-6-6.png,91,222,1,positive
183,5032-6-6.png,121,226,1,positive
184,5032-6-6.png,123,251,1,positive
185,5032-6-6.png,99,252,1,positive
186,5032-6-6.png,156,244,1,positive
187,5032-6-6.png,161,272,1,positive
188,5032-6-6.png,146,292,1,positive
189,5032-6-6.png,129,275,1,positive
190,5032-6-6.png,184,241,1,positive
191,5032-6-6.png,224,252,1,positive
192,5032-6-6.png,235,299,1,positive
193,5032-6-6.png,284,294,1,positive
194,5032-6-6.png,280,251,1,positive
195,5032-6-6.png,317,273,1,positive
196,5032-6-6.png,368,282,1,positive
197,5032-6-6.png,413,273,1,positive
198,5032-6-6.png,393,310,1,positive
199,5032-6-6.png,400,335,1,positive
200,5032-6-6.png,375,230,1,positive
201,5032-6-6.png,329,221,1,positive
202,5032-6-6.png,297,212,1,positive
203,5032-6-6.png,327,192,1,positive
204,5032-6-6.png,351,218,1,positive
205,5032-6-6.png,311,219,1,positive
206,5032-6-6.png,306,194,1,positive
207,5032-6-6.png,255,212,1,positive
208,5032-6-6.png,260,229,1,positive
209,5032-6-6.png,232,201,1,positive
210,5032-6-6.png,271,201,1,positive
211,5032-6-6.png,260,184,1,positive
212,5032-6-6.png,210,73,1,positive
213,5032-6-6.png,232,95,1,positive
214,5032-6-6.png,219,122,1,positive
215,5032-6-6.png,262,125,1,positive
216,5032-6-6.png,296,87,1,positive
217,5032-6-6.png,287,113,1,positive
218,5032-6-6.png,304,109,1,positive
219,5032-6-6.png,298,129,1,positive
220,5032-6-6.png,296,157,1,positive
221,5032-6-6.png,309,176,1,positive
222,5032-6-6.png,324,166,1,positive
223,5032-6-6.png,323,130,1,positive
224,5032-6-6.png,324,106,1,positive
225,5032-6-6.png,332,76,1,positive
226,5032-6-6.png,358,106,1,positive
227,5032-6-6.png,355,185,1,positive
228,5032-6-6.png,395,129,1,positive
229,5032-6-6.png,383,92,1,positive
230,5032-6-6.png,399,100,1,positive
231,5032-6-6.png,431,91,1,positive
232,5032-6-6.png,422,117,1,positive
233,5032-6-6.png,442,116,1,positive
234,5032-6-6.png,451,134,1,positive
235,5032-6-6.png,457,164,1,positive
236,5032-6-6.png,424,151,1,positive
237,5032-6-6.png,423,180,1,positive
238,5032-6-6.png,482,235,1,positive
239,5032-6-6.png,565,232,1,positive
240,5032-6-6.png,553,202,1,positive
241,5032-6-6.png,569,208,1,positive
242,5032-6-6.png,589,206,1,positive
243,5032-6-6.png,605,222,1,positive
244,5032-6-6.png,528,249,1,positive
245,5032-6-6.png,559,259,1,positive
246,5032-6-6.png,628,259,1,positive
247,5032-6-6.png,664,259,1,positive
248,5032-6-6.png,731,217,1,positive
249,5032-6-6.png,729,243,1,positive
250,5032-6-6.png,734,265,1,positive
251,5032-6-6.png,765,246,1,positive
252,5032-6-6.png,784,236,1,positive
253,5032-6-6.png,789,247,1,positive
254,5032-6-6.png,786,158,1,positive
255,5032-6-6.png,800,178,1,positive
256,5032-6-6.png,770,187,1,positive
257,5032-6-6.png,785,194,1,positive
258,5032-6-6.png,810,199,1,positive
259,5032-6-6.png,791,216,1,positive
260,5032-6-6.png,804,243,1,positive
261,5032-6-6.png,802,270,1,positive
262,5032-6-6.png,831,274,1,positive
263,5032-6-6.png,908,155,1,positive
264,5032-6-6.png,863,170,1,positive
265,5032-6-6.png,837,193,1,positive
266,5032-6-6.png,870,216,1,positive
267,5032-6-6.png,865,234,1,positive
268,5032-6-6.png,852,214,1,positive
269,5032-6-6.png,868,197,1,positive
270,5032-6-6.png,883,206,1,positive
271,5032-6-6.png,909,192,1,positive
272,5032-6-6.png,893,183,1,positive
273,5032-6-6.png,897,206,1,positive
274,5032-6-6.png,918,179,1,positive
275,5032-6-6.png,932,197,1,positive
276,5032-6-6.png,921,210,1,positive
277,5032-6-6.png,934,132,1,positive
278,5032-6-6.png,944,124,1,positive
279,5032-6-6.png,1010,137,1,positive
280,5032-6-6.png,978,136,1,positive
281,5032-6-6.png,947,138,1,positive
282,5032-6-6.png,983,171,1,positive
283,5032-6-6.png,958,198,1,positive
284,5032-6-6.png,1001,196,1,positive
285,5032-6-6.png,1009,225,1,positive
286,5032-6-6.png,962,233,1,positive
287,5032-6-6.png,1000,257,1,positive
288,5032-6-6.png,1015,283,1,positive
289,5032-6-6.png,993,294,1,positive
290,5032-6-6.png,961,277,1,positive
291,5032-6-6.png,396,169,1,positive
292,5032-6-6.png,395,198,1,positive
293,5032-6-6.png,354,130,1,positive
294,5032-6-6.png,499,436,1,positive
295,5032-6-6.png,948,502,1,positive
296,5032-6-6.png,947,546,1,positive
297,5032-6-6.png,993,530,1,positive
298,5032-6-6.png,977,503,1,positive
299,5032-6-6.png,997,508,1,positive
300,5032-6-6.png,915,501,1,positive
301,5032-6-6.png,722,465,1,positive
302,5032-6-6.png,741,545,1,positive
303,5032-6-6.png,781,546,1,positive
304,5032-6-6.png,558,540,1,positive
305,5032-6-6.png,518,533,1,positive
306,5032-6-6.png,480,531,1,positive
307,5032-6-6.png,498,531,1,positive
308,5032-6-6.png,21,326,1,positive
309,5032-6-6.png,74,331,1,positive
310,5032-6-6.png,117,338,1,positive
311,5032-6-6.png,214,354,1,positive
312,5032-6-6.png,260,337,1,positive
313,5032-6-6.png,101,310,1,positive
314,5032-6-6.png,76,278,1,positive
315,5032-6-6.png,104,281,1,positive
316,5032-6-6.png,80,263,1,positive
317,5032-6-6.png,77,245,1,positive
318,5032-6-6.png,59,260,1,positive
319,5032-6-6.png,49,278,1,positive
320,5032-6-6.png,47,314,1,positive
321,5032-6-6.png,46,296,1,positive
322,5032-6-6.png,67,301,1,positive
323,5032-6-6.png,201,277,1,positive
324,5032-6-6.png,196,320,1,positive
325,5032-6-6.png,182,345,1,positive
326,5032-6-6.png,355,325,1,positive
327,5032-6-6.png,367,345,1,positive
328,5032-6-6.png,482,323,1,positive
329,5032-6-6.png,489,348,1,positive
330,5032-6-6.png,510,282,1,positive
331,5032-6-6.png,521,318,1,positive
332,5032-6-6.png,527,349,1,positive
333,5032-6-6.png,579,338,1,positive
334,5032-6-6.png,573,292,1,positive
335,5032-6-6.png,629,308,1,positive
336,5032-6-6.png,835,394,1,positive
337,5032-6-6.png,904,460,1,positive
338,5032-6-6.png,999,475,1,positive
339,5032-6-6.png,1016,519,1,positive
340,5032-6-6.png,959,465,1,positive
341,5032-6-6.png,971,424,1,positive
342,5032-6-6.png,974,388,1,positive
343,5032-6-6.png,1012,409,1,positive
344,5032-6-6.png,918,431,1,positive
345,5032-6-6.png,921,394,1,positive
346,5032-6-6.png,949,393,1,positive
347,5032-6-6.png,939,382,1,positive
348,5032-6-6.png,705,362,1,positive
349,5032-6-6.png,728,332,1,positive
350,5032-6-6.png,739,368,1,positive
351,5032-6-6.png,765,390,1,positive
352,5032-6-6.png,745,354,1,positive
353,5032-6-6.png,760,363,1,positive
354,5032-6-6.png,653,314,1,positive
355,5032-6-6.png,682,297,1,positive
356,5032-6-6.png,713,306,1,positive
357,5032-6-6.png,686,329,1,positive
358,5032-6-6.png,845,309,1,positive
359,5032-6-6.png,867,339,1,positive
360,5032-6-6.png,859,356,1,positive
361,5032-6-6.png,285,456,1,positive
362,5032-6-6.png,568,493,1,positive
363,5032-6-6.png,615,514,1,positive
364,5032-6-6.png,632,546,1,positive
365,5032-6-6.png,803,616,1,positive
366,5032-6-6.png,833,617,1,positive
367,5032-6-6.png,813,539,1,positive
368,5032-6-6.png,844,560,1,positive
369,5032-6-6.png,785,468,1,positive
370,5032-6-6.png,805,486,1,positive
371,5032-6-6.png,285,412,1,positive
372,5032-6-6.png,319,440,1,positive
373,5032-6-6.png,356,462,1,positive
374,5032-6-6.png,410,492,1,positive
375,5032-6-6.png,132,406,1,positive
376,5032-6-6.png,152,452,1,positive
377,5032-6-6.png,196,425,1,positive
378,5032-6-6.png,229,434,1,positive
379,5032-6-6.png,244,417,1,positive
380,5032-6-6.png,114,460,1,positive
381,5032-6-6.png,141,507,1,positive
382,5032-6-6.png,134,480,1,positive
383,5032-6-6.png,856,862,1,positive
384,5032-6-6.png,951,855,1,positive
385,5032-6-6.png,941,674,1,positive
386,5032-6-6.png,990,704,1,positive
387,5032-6-6.png,606,648,1,positive
388,5032-6-6.png,619,689,1,positive
389,5032-6-6.png,487,717,1,positive
390,5032-6-6.png,518,750,1,positive
391,5032-6-6.png,577,731,1,positive
392,5032-6-6.png,608,772,1,positive
393,5032-6-6.png,636,751,1,positive
394,5032-6-6.png,715,910,1,positive
395,5032-6-6.png,907,949,1,positive
396,5032-6-6.png,989,813,1,positive
397,5032-6-6.png,995,880,1,positive
398,5032-6-6.png,123,300,1,positive
399,5032-6-6.png,192,294,1,positive
400,5032-6-6.png,160,329,1,positive
401,5032-6-6.png,756,298,1,positive
402,5032-6-6.png,790,319,1,positive
403,5032-6-6.png,802,368,1,positive
404,5032-6-6.png,846,358,1,positive
405,5032-6-6.png,866,413,1,positive
406,5032-6-6.png,890,427,1,positive
407,5032-6-6.png,750,329,1,positive
408,5032-6-6.png,762,342,1,positive
409,5032-6-6.png,832,343,1,positive
410,5032-6-6.png,913,352,1,positive
411,5032-6-6.png,929,340,1,positive
412,5032-6-6.png,300,322,1,positive
413,5032-6-6.png,328,354,1,positive
414,5032-6-6.png,400,365,1,positive
415,5032-6-6.png,500,384,1,positive
416,5032-6-6.png,681,495,1,positive
417,5032-6-6.png,760,439,1,positive
418,5032-6-6.png,470,688,1,positive
419,5032-6-6.png,596,553,1,positive
420,5032-6-6.png,568,393,1,positive
421,5032-6-6.png,585,364,1,positive
422,5032-6-6.png,536,395,1,positive
423,5032-6-6.png,567,445,1,positive
424,5032-6-6.png,493,496,1,positive
425,5032-6-6.png,538,457,1,positive
426,5032-6-6.png,517,477,1,positive
427,5032-6-6.png,529,500,1,positive
428,5032-6-6.png,682,685,1,positive
429,5032-6-6.png,459,369,1,positive
430,5032-6-6.png,463,420,1,positive
431,5032-6-6.png,421,405,1,positive
432,5032-6-6.png,429,456,1,positive
433,5032-6-6.png,467,458,1,positive
434,5032-6-6.png,463,485,1,positive
435,5032-6-6.png,442,483,1,positive
436,5032-6-6.png,442,511,1,positive
437,5032-6-6.png,463,513,1,positive
438,5032-6-6.png,635,451,1,positive
439,5032-6-6.png,660,396,1,positive
440,5032-6-6.png,710,399,1,positive
441,5032-6-6.png,744,398,1,positive
442,5032-6-6.png,728,415,1,positive
443,5032-6-6.png,691,423,1,positive
444,5032-6-6.png,670,427,1,positive
445,5032-6-6.png,659,432,1,positive
446,5032-6-6.png,670,467,1,positive
447,5032-6-6.png,702,445,1,positive
448,5032-6-6.png,161,483,1,positive
449,5032-6-6.png,313,917,1,positive
450,5032-6-6.png,211,934,1,positive
451,5032-6-6.png,387,933,1,positive
452,5032-6-6.png,139,820,1,positive
453,5032-6-6.png,71,971,1,positive
454,5032-6-6.png,360,971,1,positive
455,5032-6-6.png,411,980,1,positive
456,5032-6-6.png,612,478,1,positive
457,5032-6-6.png,602,451,1,positive
458,5032-6-6.png,602,391,1,positive
459,5032-6-6.png,614,423,1,positive
460,5032-6-6.png,646,362,1,positive
461,5032-6-6.png,679,370,1,positive
462,5032-6-6.png,727,382,1,positive
463,5032-6-6.png,799,409,1,positive
464,5032-6-6.png,832,434,1,positive
465,5032-6-6.png,802,437,1,positive
466,5032-6-6.png,795,449,1,positive
467,5032-6-6.png,815,448,1,positive
468,5032-6-6.png,828,471,1,positive
469,5032-6-6.png,863,453,1,positive
470,5032-6-6.png,866,487,1,positive
471,5032-6-6.png,877,517,1,positive
472,5032-6-6.png,841,503,1,positive
473,5032-6-6.png,891,500,1,positive
474,5032-6-6.png,907,521,1,positive
475,5032-6-6.png,883,587,1,positive
476,5032-6-6.png,939,585,1,positive
477,5032-6-6.png,969,581,1,positive
478,5032-6-6.png,1003,556,1,positive
479,5032-6-6.png,1002,605,1,positive
480,5032-6-6.png,971,601,1,positive
481,5032-6-6.png,894,544,1,positive
482,5032-6-6.png,855,544,1,positive
483,5032-6-6.png,829,513,1,positive
484,5032-6-6.png,797,515,1,positive
485,5032-6-6.png,783,494,1,positive
486,5032-6-6.png,683,538,1,positive
487,5032-6-6.png,731,485,1,positive
488,5032-6-6.png,716,508,1,positive
489,5032-6-6.png,647,504,1,positive
490,5032-6-6.png,67,383,1,positive
491,5032-6-6.png,17,420,1,positive
492,5032-6-6.png,43,438,1,positive
493,5032-6-6.png,70,457,1,positive
494,5032-6-6.png,87,434,1,positive
495,5032-6-6.png,88,483,1,positive
496,5032-6-6.png,103,502,1,positive
497,5032-6-6.png,117,489,1,positive
498,5032-6-6.png,192,499,1,positive
499,5032-6-6.png,153,377,1,positive
500,5032-6-6.png,175,365,1,positive
501,5032-6-6.png,190,385,1,positive
502,5032-6-6.png,227,395,1,positive
503,5032-6-6.png,275,379,1,positive
504,5032-6-6.png,173,427,1,positive
505,5032-6-6.png,806,568,1,positive
506,5032-6-6.png,820,563,1,positive
507,5032-6-6.png,885,662,1,positive
508,5032-6-6.png,895,737,1,positive
509,5032-6-6.png,868,816,1,positive
510,5032-6-6.png,854,782,1,positive
511,5032-6-6.png,883,781,1,positive
512,5032-6-6.png,946,1003,1,positive
513,5032-6-6.png,978,980,1,positive
514,5032-6-6.png,1005,993,1,positive
515,5032-6-6.png,502,585,1,positive
516,5032-6-6.png,539,624,1,positive
517,5032-6-6.png,546,582,1,positive
518,5032-6-6.png,574,600,1,positive
519,5032-6-6.png,69,784,1,positive
520,5032-6-6.png,307,862,1,positive
521,5032-6-6.png,76,724,1,positive
522,5032-6-6.png,16,717,1,positive
523,5032-6-6.png,22,789,1,positive
524,5032-6-6.png,16,826,1,positive
525,5032-6-6.png,12,844,1,positive
526,5032-6-6.png,13,857,1,positive
527,5032-6-6.png,66,831,1,positive
528,5032-6-6.png,102,867,1,positive
529,5032-6-6.png,96,1006,1,positive
530,5032-6-6.png,234,1009,1,positive
531,5032-6-6.png,260,914,1,positive
532,5032-6-6.png,282,1012,1,positive
533,5032-6-6.png,330,978,1,positive
534,5032-6-6.png,347,1005,1,positive
535,5032-6-6.png,429,1009,1,positive
536,5032-6-6.png,394,1007,1,positive
537,5032-6-6.png,353,894,1,positive
538,5032-6-6.png,369,858,1,positive
539,5032-6-6.png,143,744,1,positive
540,5032-6-6.png,348,394,1,positive
541,5032-6-6.png,384,395,1,positive
542,5032-6-6.png,356,435,1,positive
543,5032-6-6.png,383,409,1,positive
544,5032-6-6.png,390,439,1,positive
545,5032-6-6.png,550,428,1,positive
546,5032-6-6.png,587,430,1,positive
547,5032-6-6.png,461,528,1,positive
548,5032-6-6.png,664,560,1,positive
549,5032-6-6.png,680,585,1,positive
550,5032-6-6.png,760,611,1,positive
551,5032-6-6.png,803,658,1,positive
552,5032-6-6.png,799,700,1,positive
553,5032-6-6.png,714,774,1,positive
554,5032-6-6.png,468,988,1,positive
555,5032-6-6.png,474,1014,1,positive
556,5032-6-6.png,523,1019,1,positive
557,5032-6-6.png,576,1005,1,positive
558,5032-6-6.png,526,986,1,positive
559,5032-6-6.png,454,961,1,positive
560,5032-6-6.png,495,961,1,positive
561,5032-6-6.png,244,985,1,positive
562,5032-6-6.png,268,957,1,positive
563,5032-6-6.png,303,978,1,positive
564,5032-6-6.png,267,995,1,positive
565,5032-6-6.png,243,968,1,positive
566,5032-6-6.png,222,976,1,positive
567,5032-6-6.png,216,991,1,positive
568,5032-6-6.png,191,1007,1,positive
569,5032-6-6.png,183,977,1,positive
570,5032-6-6.png,162,1005,1,positive
571,5032-6-6.png,284,998,1,positive
572,5032-6-6.png,35,1009,1,positive
573,5032-6-6.png,7,1014,1,positive
574,5032-6-6.png,12,990,1,positive
575,5032-6-6.png,37,983,1,positive
576,5032-6-6.png,17,968,1,positive
577,5032-6-6.png,37,960,1,positive
578,5032-6-6.png,12,941,1,positive
579,5032-6-6.png,47,901,1,positive
580,5032-6-6.png,111,921,1,positive
581,5032-6-6.png,94,894,1,positive
582,5032-6-6.png,119,986,1,positive
583,5032-6-6.png,130,949,1,positive
584,5032-6-6.png,155,911,1,positive
585,5032-6-6.png,172,932,1,positive
586,5032-6-6.png,180,913,1,positive
587,5032-6-6.png,120,883,1,positive
588,5032-6-6.png,145,876,1,positive
589,5032-6-6.png,168,865,1,positive
590,5032-6-6.png,200,862,1,positive
591,5032-6-6.png,176,823,1,positive
592,5032-6-6.png,200,822,1,positive
593,5032-6-6.png,224,829,1,positive
594,5032-6-6.png,179,801,1,positive
595,5032-6-6.png,196,743,1,positive
596,5032-6-6.png,214,761,1,positive
597,5032-6-6.png,217,798,1,positive
598,5032-6-6.png,247,790,1,positive
599,5032-6-6.png,298,787,1,positive
600,5032-6-6.png,321,824,1,positive
601,5032-6-6.png,335,853,1,positive
602,5032-6-6.png,329,866,1,positive
603,5032-6-6.png,317,844,1,positive
604,5032-6-6.png,288,828,1,positive
605,5032-6-6.png,242,884,1,positive
606,5032-6-6.png,258,849,1,positive
607,5032-6-6.png,448,898,1,positive
608,5032-6-6.png,427,890,1,positive
609,5032-6-6.png,451,911,1,positive
610,5032-6-6.png,483,934,1,positive
611,5032-6-6.png,493,941,1,positive
612,5032-6-6.png,467,919,1,positive
613,5032-6-6.png,198,462,1,positive
614,5032-6-6.png,236,562,1,positive
615,5032-6-6.png,249,574,1,positive
616,5032-6-6.png,222,548,1,positive
617,5032-6-6.png,265,575,1,positive
618,5032-6-6.png,257,562,1,positive
619,5032-6-6.png,208,479,1,positive
620,5032-6-6.png,219,464,1,positive
621,5032-6-6.png,234,464,1,positive
622,5032-6-6.png,249,450,1,positive
623,5032-6-6.png,221,491,1,positive
624,5032-6-6.png,248,481,1,positive
625,5032-6-6.png,276,479,1,positive
626,5032-6-6.png,263,503,1,positive
627,5032-6-6.png,291,506,1,positive
628,5032-6-6.png,320,478,1,positive
629,5032-6-6.png,320,460,1,positive
630,5032-6-6.png,339,480,1,positive
631,5032-6-6.png,304,486,1,positive
632,5032-6-6.png,319,503,1,positive
633,5032-6-6.png,353,503,1,positive
634,5032-6-6.png,385,499,1,positive
635,5032-6-6.png,220,523,1,positive
636,5032-6-6.png,194,527,1,positive
637,5032-6-6.png,269,533,1,positive
638,5032-6-6.png,304,539,1,positive
639,5032-6-6.png,293,561,1,positive
640,5032-6-6.png,319,527,1,positive
641,5032-6-6.png,336,517,1,positive
642,5032-6-6.png,371,532,1,positive
643,5032-6-6.png,337,547,1,positive
644,5032-6-6.png,319,571,1,positive
645,5032-6-6.png,350,572,1,positive
646,5032-6-6.png,362,554,1,positive
647,5032-6-6.png,403,571,1,positive
648,5032-6-6.png,455,545,1,positive
649,5032-6-6.png,460,592,1,positive
650,5032-6-6.png,353,614,1,positive
651,5032-6-6.png,421,658,1,positive
652,5032-6-6.png,407,617,1,positive
653,5032-6-6.png,374,653,1,positive
654,5032-6-6.png,436,692,1,positive
655,5032-6-6.png,432,608,1,positive
656,5032-6-6.png,463,630,1,positive
657,5032-6-6.png,507,630,1,positive
658,5032-6-6.png,510,701,1,positive
659,5032-6-6.png,494,690,1,positive
660,5032-6-6.png,508,662,1,positive
661,5032-6-6.png,505,682,1,positive
662,5032-6-6.png,532,678,1,positive
663,5032-6-6.png,548,791,1,positive
664,5032-6-6.png,572,835,1,positive
665,5032-6-6.png,589,800,1,positive
666,5032-6-6.png,617,814,1,positive
667,5032-6-6.png,599,856,1,positive
668,5032-6-6.png,639,860,1,positive
669,5032-6-6.png,574,683,1,positive
670,5032-6-6.png,559,644,1,positive
671,5032-6-6.png,587,618,1,positive
672,5032-6-6.png,588,579,1,positive
673,5032-6-6.png,614,586,1,positive
674,5032-6-6.png,603,601,1,positive
675,5032-6-6.png,645,585,1,positive
676,5032-6-6.png,669,616,1,positive
677,5032-6-6.png,634,608,1,positive
678,5032-6-6.png,713,618,1,positive
679,5032-6-6.png,758,647,1,positive
680,5032-6-6.png,777,676,1,positive
681,5032-6-6.png,749,698,1,positive
682,5032-6-6.png,658,731,1,positive
683,5032-6-6.png,661,788,1,positive
684,5032-6-6.png,683,749,1,positive
685,5032-6-6.png,713,731,1,positive
686,5032-6-6.png,745,742,1,positive
687,5032-6-6.png,772,725,1,positive
688,5032-6-6.png,847,707,1,positive
689,5032-6-6.png,723,824,1,positive
690,5032-6-6.png,790,861,1,positive
691,5032-6-6.png,810,910,1,positive
692,5032-6-6.png,850,920,1,positive
693,5032-6-6.png,877,930,1,positive
694,5032-6-6.png,797,955,1,positive
695,5032-6-6.png,835,978,1,positive
